work_id,department,asset_type,work_type,route,season,criticality,days_overdue,failure_probability,asset_availability_impact,train_density,passenger_trains,goods_trains,historical_failures,last_maintenance_days,route_importance,dependency_count,crew_size,complexity,weather_risk,equipment_required,location_km,corridor_capacity_hours,train_conflict_count,preferred_window_hour,block_feasibility,priority_score_target,priority_class_target,risk_score_target,risk_class_target,duration_hours_actual
WR-103617,S&T,Rail,Signal Maintenance,PUNE-MMR,Monsoon,1,6,0.40838176513030605,0.632434605338281,57,28,10,3,26,0.9069434449357908,4,7,0.3934289134704947,0.8632027655970846,1,211.13839557526893,3.0462064405752454,16,1,0.5776034922278876,0.48252515748212926,Medium,0.4811230484299027,Medium,6.531168988172167
WR-103618,S&T,Mast,Mast Foundation Inspection,LNL-KARJAT,Summer,2,14,0.16074354628414708,0.5965639155599036,64,22,5,3,254,0.6002340381519666,6,9,0.19696842810772894,0.6375395728454274,6,235.15304038913004,5.934400591877752,16,2,0.8629219816758598,0.43003780913379086,Medium,0.31868298026549813,Medium,7.368289515906501
WR-103619,Engineering,Turnout,OHE Insulator Replacement,PUNE-LNL,Summer,1,3,0.21182076844012063,0.5572422295072755,58,38,13,1,209,0.6961822747884363,2,2,0.41558106549738183,0.4507558292591739,3,20.126946694543236,5.3343119051515515,3,22,0.580579813503445,0.3737056494576303,Medium,0.34593585932546955,Medium,6.228232782278157
WR-103620,TRD,Rail,OHE Insulator Replacement,PUNE-LNL,Monsoon,2,5,0.08000114786231934,0.5625430575709625,79,55,16,3,715,0.5652953887459281,4,2,0.8635245143206699,0.6605718833672931,5,155.8234609165497,2.080768937387907,1,4,0.5513184116220742,0.4635887542774216,Medium,0.4203975951127853,Medium,8.775486831358311
WR-103621,Engineering,Track,Signal Cable Inspection,PUNE-LNL,Monsoon,2,11,0.2979469458635968,0.678294050917715,24,10,18,3,163,0.4876717252418329,0,7,0.2669640906033327,0.4608732931247065,6,6.230755944766714,4.110523996332634,14,3,0.4768549147965492,0.4280799402961753,Medium,0.4320633889281394,Medium,6.103917792593933
WR-103622,Engineering,Track,BPAC Maintenance,PUNE-MMR,Monsoon,2,15,0.6518940026072366,0.29191916198183515,91,11,7,1,731,0.6015891915355069,5,4,0.45430148361882383,0.32412022820616115,1,172.70987693415555,7.572856892386043,16,22,0.9847801787193313,0.5100892824649302,Medium,0.513461446865011,Medium,8.691347788513909
WR-103623,S&T,BPAC,Mast Foundation Inspection,PUNE-MMR,Summer,3,11,0.4832127769096318,0.6060976561589417,29,24,5,4,50,0.5321693457247384,2,9,0.5952128065016344,0.20243297206565825,2,120.6324028212692,7.330370139174746,8,3,0.6148735215017536,0.5744618031372898,Medium,0.5731818353587698,High,6.2181041071392436
WR-103624,Engineering,Rail,OHE Insulator Replacement,PUNE-LNL,Summer,4,14,0.5398660412986671,0.3903546496401745,98,57,6,3,625,0.5912980488345843,6,4,0.5456465982421442,0.7461255813061755,4,218.24154906247807,2.6659836152584298,0,0,0.7946022703381412,0.6845330040629383,High,0.576065728337552,High,7.86827814204485
WR-103625,Engineering,Turnout,OHE Maintenance,DD-PUNE,Summer,2,7,0.4321311562722154,0.56034378803008,92,24,7,3,346,0.5148949124831337,0,8,0.8332966823048165,0.32588204128092924,6,137.80550560038745,7.349846794556483,4,5,0.5369321595176677,0.49692341133423384,Medium,0.5269811243379771,Medium,8.271830310988765
WR-103626,Engineering,BPAC,BPAC Maintenance,PUNE-SOL,Summer,2,10,0.12734381365362907,0.6598955927243892,32,30,2,1,171,0.4272539026329072,5,10,0.5512742837433651,0.34316564859119725,2,33.560484040808745,6.147081196251752,14,3,0.357620948235668,0.4187692804768345,Medium,0.35294704912223124,Medium,6.959708511939852
WR-103627,S&T,Mast,OHE Insulator Replacement,PUNE-SOL,Winter,2,7,0.15521889726529392,0.5950688577579077,64,34,12,2,328,0.8206896089663998,5,6,0.42631348238436706,0.3277239018592053,2,147.95765516440363,7.210927169276231,17,22,0.7774852892034457,0.4856335021906917,Medium,0.4012445721360651,Medium,7.122825996422751
WR-103628,S&T,BPAC,Rail Joint Renewal,PUNE-SOL,Summer,2,10,0.13596328824282333,0.46094818199183324,58,20,24,2,228,0.8449298909151141,2,8,0.18803665755615903,0.7959363154446156,2,17.167848738956714,2.1682738217735773,2,1,0.6560241639355592,0.4510159236003964,Medium,0.3372943458303176,Medium,5.523010536743172
WR-103629,TRD,Signal,OHE Insulator Replacement,DD-PUNE,Monsoon,2,10,0.2907315510890352,0.15834407454102495,58,37,17,1,674,0.9394227745505707,5,10,0.30715794964663196,0.10068023343567545,4,27.138941167957594,3.1096702543669092,18,3,0.9848161127794199,0.40518677135635783,Medium,0.3353693201191533,Medium,7.045390529356974
WR-103630,S&T,Track,Mast Foundation Inspection,PUNE-MMR,Monsoon,1,15,0.2080280066317886,0.5847370945497445,34,34,20,5,182,0.47273501415446606,4,11,0.9960253295545324,0.1025560222253088,2,37.689576062860745,2.540969200897656,2,4,0.9225623428888439,0.4078261917701877,Medium,0.4424522588752003,Medium,6.888993018588435
WR-103631,Engineering,Cable,Track Geometry Correction,PUNE-MMR,Winter,1,9,0.3073261930896342,0.1868325712857087,37,32,3,2,378,0.4778373340022928,6,5,0.3417128265225295,0.9135728188906582,5,119.6750369353475,7.8503017337519685,16,23,0.4058580754169576,0.319738756494885,Low,0.29090783205011767,Low,7.933050683195352
WR-103632,TRD,BPAC,Signal Cable Inspection,LNL-KARJAT,Monsoon,2,15,0.15534384657543945,0.22670322128441564,29,41,20,4,654,0.8316602972738933,5,3,0.7920680399323836,0.03399959416309606,5,194.6486121143337,4.17669451649548,5,23,0.3979291108137997,0.42884446956158034,Medium,0.37301465257728106,Medium,8.73268116301998
WR-103633,Engineering,Turnout,Point Machine Maintenance,DD-PUNE,Winter,3,5,0.12303049419117022,0.29392327796411266,99,12,9,0,724,0.9722420306538714,4,8,0.6130526209686034,0.3992401604333222,2,6.23514829789637,4.565054999330136,4,23,0.8661443902367186,0.5369715869086891,Medium,0.3477525674783352,Medium,7.714924074087375
WR-103634,Engineering,BPAC,BPAC Maintenance,PUNE-SOL,Summer,3,3,0.3266886731791021,0.7190560107840241,98,58,15,3,408,0.6546702467000451,5,11,0.314683521874508,0.7475394893585656,3,201.77605186143288,4.881433738428062,0,23,0.8852394816217826,0.5767625011637995,Medium,0.5066031206578372,Medium,7.464379072145967
WR-103635,TRD,OHE,Track Geometry Correction,PUNE-LNL,Winter,2,6,0.2598500898546743,0.5877594288070656,96,10,18,0,630,0.35703601623511705,3,11,0.23637535987170408,0.7826362022402817,1,207.87626635778597,4.01323311463941,11,0,0.556022840422789,0.4700489543432224,Medium,0.36222936641213177,Medium,7.466547563575056
WR-103636,S&T,Cable,Signal Cable Inspection,KYN-PNVL,Summer,1,10,0.5332673376288887,0.3125698249479628,44,35,9,4,733,0.6116451380909007,3,12,0.5109416434124877,0.08775246588787522,1,165.9633756075196,5.301855655117833,7,5,0.4774366042766594,0.4142731511355324,Medium,0.46736606322474833,Medium,6.215827991425434
WR-103637,Engineering,Mast,Track Geometry Correction,LNL-KARJAT,Summer,2,8,0.2350008499607034,0.539906445725885,104,34,10,3,222,0.4544401028590025,6,5,0.5133270605227672,0.7043324300973406,5,58.2842701640475,7.276941104665031,15,4,0.6187512444468489,0.49262980356605596,Medium,0.4034348303652379,Medium,8.43680160402833
WR-103638,Engineering,Signal,Point Machine Maintenance,PUNE-SOL,Monsoon,3,10,0.47021144102585916,0.3949116281704805,54,21,7,0,726,0.9509982834341644,1,10,0.8028222850551245,0.25623326444261385,4,179.01065109280793,4.026295945199584,17,3,0.7058106310035412,0.61093992137854,High,0.5833183820459178,High,8.245683633273032
WR-103639,Engineering,OHE,Rail Joint Renewal,LNL-KARJAT,Winter,3,6,0.5451175553125024,0.8814624050935209,25,16,13,2,799,0.37354606165763615,0,12,0.7345551006114914,0.658677350536778,3,114.65575691117058,7.808241372596521,5,4,0.739998206631119,0.610729752391098,High,0.6510987775479927,High,7.5513060749116905
WR-103640,Engineering,Mast,OHE Insulator Replacement,PUNE-SOL,Summer,3,7,0.311968774389328,0.607503946368034,76,54,20,1,560,0.7839504233557127,1,2,0.8346937512656736,0.47869304725617723,2,117.68033888705934,3.4987313079900946,12,3,0.4965062301894957,0.6082460525794205,High,0.4944329152028653,Medium,7.83179094788006
WR-103641,S&T,Rail,Track Geometry Correction,PUNE-LNL,Winter,3,13,0.48966145375866177,0.6050856819505036,103,12,24,2,403,0.7973645274493293,0,11,0.28234070175045656,0.5392026940493261,2,230.56679117408294,6.126724301605842,17,23,0.7987308542162774,0.666111729296925,High,0.5452649424358416,Medium,6.9624706581512426
WR-103642,TRD,Track,Rail Joint Renewal,PUNE-LNL,Summer,2,10,0.09433571032681419,0.4070179697619859,96,18,11,4,399,0.6940644037557739,3,4,0.3120447555101611,0.9253863212269618,6,189.8708849393964,7.12823249005838,19,23,0.4670288068807393,0.39661811256251955,Medium,0.3121056508717857,Medium,8.356056584639614
WR-103643,TRD,OHE,Track Geometry Correction,PUNE-MMR,Summer,4,8,0.3393285581336342,0.6329382550753349,75,37,12,4,316,0.944849101628709,0,4,0.23353166471061396,0.9521009796525663,2,138.29168973496493,4.830576502735721,18,22,0.8788245538926088,0.6753600592848072,High,0.5304471789069061,Medium,7.8218253898908765
WR-103644,S&T,Rail,BPAC Maintenance,DD-PUNE,Winter,1,7,0.39108060029597735,0.694446923829182,80,47,14,4,734,0.5613077852098866,5,12,0.18621161053809304,0.9011305272044113,3,211.68880087836894,6.18792812302971,5,23,0.9611526194645708,0.4406936681950284,Medium,0.48309722603348504,Medium,7.842163552984063
WR-103645,Engineering,Track,Mast Foundation Inspection,PUNE-MMR,Winter,1,10,0.09607887233497805,0.2204087492133894,96,46,12,5,679,0.8620444581549581,4,3,0.43456306142711654,0.26808597457362693,6,237.17390956327804,2.6471742540478482,15,3,0.56890221403734,0.35650920494721966,Medium,0.2812607964938087,Low,9.118169579800611
WR-103646,TRD,OHE,OHE Maintenance,DD-PUNE,Winter,2,4,0.43358726704343176,0.7794720294865808,96,23,18,3,644,0.7726837073488954,6,4,0.5666790261497572,0.03684451314524595,2,75.86884601451618,7.200108903684299,14,4,0.8138417782634868,0.5900189717793657,Medium,0.5669089578755729,High,8.97634269976738
WR-103647,TRD,BPAC,Rail Joint Renewal,DD-PUNE,Summer,3,12,0.12826712209760288,0.6317265783701042,55,37,8,3,758,0.7274366598534879,5,4,0.9727167219678422,0.5165117494345793,3,142.16324333482092,2.3280747505822172,10,23,0.5455613590050539,0.5730091832390095,Medium,0.47585050003393486,Medium,9.744223969468997
WR-103648,TRD,Track,Rail Fracture Inspection,KYN-PNVL,Monsoon,2,3,0.4232261117722612,0.5568210749275653,91,39,10,1,615,0.9681179769898932,2,10,0.8654402235877806,0.5054158387613399,6,25.606810804523374,5.016150733157671,2,2,0.820591362784393,0.568548851235271,Medium,0.547779696113474,Medium,7.532795854156288
WR-103649,S&T,Track,BPAC Maintenance,LNL-KARJAT,Summer,3,3,0.5634457959004694,0.7379033054089065,67,46,4,3,29,0.5594178283908987,1,7,0.6135890698633726,0.11317314695843983,2,159.02275196494466,4.764010963366482,2,4,0.7652032977336669,0.6089681689530126,High,0.6570589136647342,High,6.34840788625192
WR-103650,S&T,OHE,Mast Foundation Inspection,KYN-PNVL,Monsoon,2,6,0.0580254891932569,0.33992585545969906,27,38,18,1,335,0.6967004280713797,2,12,0.2240210771169362,0.984627113628189,1,203.43011421520316,6.694301840605129,2,4,0.449505259645403,0.3240402643815517,Low,0.2869830249732611,Low,5.452044740293328
WR-103651,Engineering,BPAC,OHE Maintenance,PUNE-LNL,Summer,1,12,0.8047193411860977,0.5059100942943707,95,32,10,4,674,0.9860486843264233,6,9,0.5070505751749032,0.9759617582484357,5,187.21099682624669,7.142617554100778,18,5,0.8486656182842072,0.5366968242842272,Medium,0.6110617689211374,High,10.066742314941267
WR-103652,S&T,BPAC,Mast Foundation Inspection,KYN-PNVL,Monsoon,2,8,0.5786264452063039,0.6133631554718898,24,12,3,2,873,0.5668933615023277,5,3,0.26425180097385376,0.38725908703087586,6,52.18084993509892,3.1125877382030303,1,23,0.5196719666380737,0.4856189491021068,Medium,0.5208076191460923,Medium,8.65622360016439
WR-103653,Engineering,Rail,Signal Maintenance,KYN-PNVL,Winter,4,12,0.14102441210335634,0.5746803840772909,102,41,8,1,721,0.5874717267910297,3,3,0.8066310968062363,0.926993971296859,6,50.67564122158888,4.171653552785068,2,4,0.6139750162680475,0.6421736402375054,High,0.39168105225646105,Medium,9.030942398236967
WR-103654,Engineering,Cable,Mast Foundation Inspection,LNL-KARJAT,Monsoon,2,4,0.03018848459137398,0.31323142200670356,100,64,20,5,88,0.739518062877645,1,12,0.6773205077220089,0.0222258975870131,2,65.13608749410079,7.363812494416499,10,3,0.5391057941481318,0.42221099507828164,Medium,0.28085887843073465,Low,5.314308763534731
WR-103655,Engineering,Rail,OHE Maintenance,KYN-PNVL,Summer,2,8,0.22411406349922172,0.787824725555614,20,56,13,1,637,0.5514202993481112,0,6,0.5067794348068068,0.41570654043048827,6,241.98974408450317,4.916606394595056,16,3,0.44294863030060916,0.46471932048498077,Medium,0.4527557991220381,Medium,8.257927483439591
WR-103656,Engineering,Turnout,OHE Insulator Replacement,LNL-KARJAT,Winter,4,8,0.5305146398705108,0.5383546575610554,45,18,6,3,451,0.8107523577228881,6,12,0.13701273898127964,0.7053494607443359,4,48.96766728972132,3.7850649698014474,9,23,0.47637679519455195,0.6490016500505927,High,0.5653688812431453,High,6.9360251016848835
WR-103657,TRD,Mast,OHE Maintenance,LNL-KARJAT,Monsoon,4,9,0.7719331925031311,0.3715918060178282,35,10,13,0,30,0.6887772756254104,4,5,0.34168386751685254,0.4596468051372471,4,238.51614005826164,5.902800767501573,15,22,0.677366240763573,0.6395414078604732,High,0.6036256122655977,High,7.1836508136794865
WR-103658,TRD,Signal,Point Machine Maintenance,LNL-KARJAT,Summer,4,10,0.5075468036708984,0.5395309683919267,68,20,9,1,579,0.7696140573242849,2,11,0.48978598320983513,0.181302677307557,2,169.45957072490475,3.286058949930104,14,2,0.48215600181059437,0.7080146522900104,High,0.6395022080727994,High,6.870606586986584
WR-103659,S&T,Turnout,BPAC Maintenance,LNL-KARJAT,Monsoon,2,11,0.3922030039203445,0.7120011300273714,93,28,7,0,817,0.4438369015250301,5,8,0.950274003926894,0.1606565463285652,6,200.90843824527707,7.085734594452907,15,2,0.9561030054038686,0.5909180419063803,Medium,0.4686073494381254,Medium,10.342925897635377
WR-103660,TRD,Mast,Mast Foundation Inspection,KYN-PNVL,Winter,4,7,0.3391215919520946,0.5912323692579402,50,16,17,2,733,0.7200274606630683,6,2,0.8951306280624884,0.9365680797115113,2,78.16035777963468,2.62106189757744,19,5,0.7701473635029642,0.6370413818266413,High,0.5714152138329329,High,9.477753207760978
WR-103661,TRD,Track,OHE Maintenance,PUNE-MMR,Summer,3,4,0.3320142563209594,0.5310627620014036,54,57,15,6,159,0.4196057540834265,3,3,0.2588606836664669,0.4829493986229828,5,17.70860928009449,3.305953610124387,1,0,0.4281417838924738,0.45352787888459417,Medium,0.46957164492269804,Medium,7.494944555082543
WR-103662,Engineering,Point Machine,Signal Maintenance,PUNE-MMR,Summer,3,11,0.218228809764897,0.5503238301088137,87,60,13,0,182,0.7173418506893836,4,8,0.3150170758030325,0.8574377763654696,1,200.66312521008157,4.54617871640405,0,1,0.43282841630568414,0.5343472997185279,Medium,0.431836115926675,Medium,5.82637679286358
WR-103663,Engineering,Rail,OHE Maintenance,PUNE-SOL,Summer,3,6,0.2469709394532592,0.536843259034263,62,52,4,7,512,0.8977425724442819,1,10,0.5245520428443136,0.9140047776132456,5,79.23437145465032,7.520720330358533,14,4,0.9186016514405084,0.5563739974118558,Medium,0.4686508800569936,Medium,7.909774931761854
WR-103664,TRD,Mast,OHE Maintenance,PUNE-LNL,Winter,4,10,0.4008137430490787,0.616673732034739,99,52,24,5,141,0.7666372789547151,4,12,0.7475386432542435,0.9810392802023891,6,29.326372929933562,5.051428384182346,10,1,0.8998623977582803,0.7098032093182739,High,0.5570104573059302,High,8.221256764134743
WR-103665,TRD,Track,Signal Maintenance,LNL-KARJAT,Summer,3,10,0.19259359781013272,0.5466127653077281,95,25,22,3,573,0.991782731502606,0,7,0.4964442748791733,0.8242405898609467,1,47.773885012179576,5.374531144444336,12,5,0.8205762122653468,0.5899404967229454,Medium,0.5041471739627376,Medium,7.281573338407189
WR-103666,S&T,Turnout,Point Machine Maintenance,PUNE-MMR,Summer,1,10,0.37291971331454665,0.37211554176356104,86,46,10,6,424,0.9635226527601627,4,3,0.11253844846440413,0.3935443247401592,1,140.8948630761923,2.5193861797841883,17,2,0.53892846668408,0.4317805844879877,Medium,0.4271128819951615,Medium,7.490565193099549
WR-103667,Engineering,Track,Signal Maintenance,PUNE-LNL,Winter,2,2,0.6954194267438831,0.5724539358875085,52,25,15,1,50,0.8243682539551854,3,7,0.2513234848698723,0.40360771338337376,2,37.76256859605168,2.494689315123003,3,1,0.6827969174401917,0.564254415065745,Medium,0.5658031759756051,High,5.143678783105779
WR-103668,Engineering,OHE,Point Machine Maintenance,KYN-PNVL,Winter,1,7,0.12624889868012473,0.31687767970960773,70,21,2,4,700,0.5035479285073667,1,6,0.473131091902542,0.5293237607227821,1,211.53022107031228,4.197856467253815,0,22,0.908522960386726,0.34415812045226385,Low,0.2913837626620673,Low,7.324348238710842
WR-103669,TRD,Turnout,Point Machine Maintenance,PUNE-SOL,Monsoon,2,5,0.1815583599014995,0.6335092900900959,96,42,22,6,58,0.9275711019477169,3,9,0.8585133087169198,0.29645512630092963,1,236.0907939102687,4.65854582204704,5,4,0.6645146214104252,0.5294677096601744,Medium,0.48854608627157076,Medium,7.233730533175603
WR-103670,Engineering,Turnout,Signal Maintenance,PUNE-LNL,Winter,2,12,0.2871344624312151,0.25974361206722263,29,63,21,1,474,0.7002850961075673,0,6,0.8583869492517042,0.5444441272717294,6,197.10465784807164,6.315910507581403,4,4,0.47253946148208037,0.42722837561133203,Medium,0.336107939919513,Medium,7.886224642503749
WR-103671,Engineering,Track,Signal Cable Inspection,PUNE-MMR,Winter,3,12,0.19275363978342425,0.6799933198268177,42,48,17,3,22,0.7622410086566359,2,4,0.9019809720447518,0.9731864003849295,4,27.325268361051286,2.116679006037568,5,22,0.9191800854285542,0.6134727996466842,High,0.48774886239627935,Medium,6.909624957406659
WR-103672,S&T,Turnout,Signal Cable Inspection,PUNE-SOL,Summer,3,4,0.6135360556158276,0.5303304129980341,62,44,12,1,565,0.8565138994053098,0,4,0.35005274251539154,0.2492381888342481,5,221.53621516297048,2.3864457854091343,2,5,0.9917855468497692,0.6092149612383984,High,0.5814414295677522,High,6.764303347701245
WR-103673,Engineering,Signal,Rail Joint Renewal,PUNE-LNL,Winter,4,9,0.2466756090900548,0.3547433929358531,52,36,24,3,360,0.6339893715732459,3,7,0.7075768386249022,0.9735466136508772,4,227.94932652428625,6.494538715521729,13,3,0.522434752091505,0.5747338553901511,Medium,0.44374319014325275,Medium,7.583111998573219
WR-103674,TRD,Turnout,Signal Cable Inspection,PUNE-LNL,Winter,2,10,0.2986981640562693,0.7908852389054034,35,30,20,0,219,0.9107395268825781,1,5,0.44881212533450776,0.09397827379014678,4,157.39220791923987,5.983960592416436,6,3,0.6370871613058876,0.5208016981530421,Medium,0.46587776043130186,Medium,5.780049209033296
WR-103675,Engineering,Rail,BPAC Maintenance,PUNE-SOL,Winter,3,7,0.4153575208442313,0.319271869158657,80,51,23,2,671,0.5369336864527934,2,6,0.714000471005188,0.19402461787678482,2,128.5593980308041,7.93512968241577,15,23,0.6658494361404289,0.5409862899358149,Medium,0.4940268741844403,Medium,7.848865343872062
WR-103676,Engineering,Cable,Mast Foundation Inspection,PUNE-SOL,Monsoon,4,7,0.4407239855268644,0.19488928643165349,97,23,21,3,584,0.6612518873967032,5,10,0.514898317672131,0.9795558846857794,3,241.16872388525522,2.0486256576338073,10,3,0.49131701467963323,0.578628832982169,Medium,0.47590980307597996,Medium,8.104307361842164
WR-103677,Engineering,OHE,Rail Joint Renewal,PUNE-LNL,Monsoon,2,5,0.6237413697306214,0.41620626958958234,20,15,16,2,875,0.998768564320682,2,8,0.637423165935078,0.21083534322248298,6,137.97688039274607,5.7945385603425805,2,3,0.4959137821296313,0.516687904203431,Medium,0.5664349159338223,High,8.509545828662477
WR-103678,S&T,Turnout,BPAC Maintenance,PUNE-MMR,Winter,2,5,0.15504226479301353,0.43593679617895165,26,34,3,6,646,0.9118151897797023,4,12,0.37315606171497584,0.6241568490943927,6,113.33154489362524,3.509900932366694,4,0,0.5226520454908765,0.3920974357399035,Medium,0.4184656107197162,Medium,8.620550182728374
WR-103679,Engineering,OHE,BPAC Maintenance,PUNE-SOL,Winter,1,6,0.14477543779287624,0.49531022832769583,25,29,9,3,397,0.9978292432843078,4,10,0.6646952013120673,0.6400953938410712,1,31.776443682418915,3.5510095017633736,6,2,0.49646220960663623,0.3674168424180303,Medium,0.36512674204378187,Medium,7.030244067598611
WR-103680,S&T,Turnout,Signal Maintenance,LNL-KARJAT,Winter,3,17,0.6320137620339596,0.4680903883051492,35,33,11,5,119,0.4181273054966755,1,4,0.9092811318593154,0.1926377276998421,2,199.860689912924,5.777819099073179,0,3,0.9228427515823159,0.5765492788862032,Medium,0.6147919816365925,High,7.150510520832786
WR-103681,Engineering,Mast,Point Machine Maintenance,KYN-PNVL,Summer,3,11,0.5472439040849303,0.38740596397516636,83,23,22,1,726,0.625723908653965,6,5,0.6266725571773704,0.797563135637527,2,241.66430919549472,2.933259431542557,18,0,0.38058693106781827,0.6151133820582299,High,0.5081408226340809,Medium,8.965152992256096
WR-103682,S&T,Point Machine,Track Geometry Correction,LNL-KARJAT,Winter,2,16,0.24198150759185896,0.5529970160250551,36,39,6,2,466,0.7068355638628514,4,6,0.5401505575169613,0.07905366671874237,2,35.11447117676739,7.837386059703732,8,5,0.6651346145831232,0.47029121040500943,Medium,0.4001983520453567,Medium,7.6914513420052
WR-103683,Engineering,Signal,OHE Insulator Replacement,DD-PUNE,Winter,4,11,0.31837346802703537,0.6519824749943984,53,46,24,2,832,0.8244011359593575,0,10,0.9776391840459802,0.5812743483650248,2,104.56962217931489,2.7722666715226314,10,2,0.8561084027924636,0.696886028015706,High,0.592656704282992,High,7.668077281844952
WR-103684,TRD,Turnout,Signal Cable Inspection,LNL-KARJAT,Monsoon,1,5,0.18398158688402774,0.6117002781657961,28,11,23,2,238,0.6816319580075834,5,3,0.3152316973274026,0.29164918965495745,4,248.18037778743889,5.576320200670156,10,2,0.561227152854874,0.3371863417168305,Low,0.3167506194385616,Medium,7.013105698451303
WR-103685,TRD,OHE,Rail Joint Renewal,PUNE-SOL,Monsoon,1,6,0.2975654459853813,0.2293841495423039,28,10,6,1,833,0.966276300539789,2,7,0.6143587870103351,0.053450747377293384,2,193.9373076150495,6.202944388493883,2,0,0.6981771746900178,0.3039967829247936,Low,0.37468586907605883,Medium,7.250277668335377
WR-103686,S&T,Cable,Signal Maintenance,KYN-PNVL,Monsoon,1,1,0.4473860559034173,0.5002687079194973,78,61,10,2,402,0.538373389184123,5,8,0.7260288800826707,0.5616959950553887,4,43.59370732821449,7.938451809063842,9,0,0.5754435517642493,0.4475241080281332,Medium,0.47099071295042566,Medium,7.805923711633019
WR-103687,Engineering,Point Machine,Point Machine Maintenance,PUNE-LNL,Winter,4,6,0.17243011743641892,0.746497909506143,97,62,4,0,720,0.5469600657864562,2,6,0.26817590729899876,0.42842021034837596,6,87.20443774359249,7.709089068588339,5,4,0.6111327785477241,0.6279902667402962,High,0.43952806143163115,Medium,7.71270313704415
WR-103688,Engineering,Point Machine,Signal Maintenance,LNL-KARJAT,Winter,2,6,0.7377142755635893,0.45682820860096757,60,34,7,3,232,0.949568199052931,0,4,0.5773609488754631,0.10672573680282971,5,59.70825741956831,7.0080998864129995,11,0,0.9561427552473493,0.5520502588254058,Medium,0.6769764571518356,High,7.16686192256097
WR-103689,Engineering,OHE,Track Geometry Correction,PUNE-MMR,Winter,4,13,0.08958153084342207,0.6398037783027059,22,10,9,0,104,0.6683752826622182,6,8,0.7170337514838605,0.6639545049654759,6,214.82493730546787,2.723635529642035,10,23,0.5075676975885555,0.6155305244303632,High,0.3941736298985578,Medium,8.224407853131737
WR-103690,S&T,Rail,Signal Maintenance,PUNE-SOL,Monsoon,2,11,0.44463442797516145,0.4367734382676367,92,22,9,0,148,0.4750594462181146,2,2,0.1522691257571423,0.6245441284414851,1,25.501111420121735,7.924365181944466,4,23,0.714537302804668,0.5242222719118806,Medium,0.390058553627443,Medium,5.536598348157642
WR-103691,TRD,Point Machine,Signal Maintenance,DD-PUNE,Monsoon,3,5,0.4852439053125269,0.5538950146789775,76,51,11,3,165,0.9689161690268181,6,10,0.7444201221159644,0.33477521852151115,5,141.4216208843922,5.672182232214004,12,0,0.5480093799265553,0.6283139578911441,High,0.5252601167811648,Medium,8.025932856963408
WR-103692,S&T,Signal,Track Geometry Correction,PUNE-LNL,Summer,3,8,0.20031163063796328,0.6897939735779172,56,31,22,4,333,0.6189991758309806,2,3,0.4493814374010544,0.69714369128471,2,81.47558971600607,4.327033508636452,11,5,0.7755369985687851,0.5462073599617936,Medium,0.421864798179475,Medium,7.6712708675178325
WR-103693,Engineering,Cable,Point Machine Maintenance,PUNE-LNL,Monsoon,1,7,0.4742892050586199,0.7784530716127236,80,53,21,3,62,0.39943559662130856,4,9,0.9359203378348052,0.11721089357528569,3,62.991893585995605,6.126935844459734,15,1,0.6310988068506838,0.4899652497843988,Medium,0.5441354640097138,Medium,7.191729472674501
WR-103694,Engineering,Mast,Rail Joint Renewal,PUNE-LNL,Monsoon,3,9,0.5140962005040124,0.48659127985629974,49,39,3,0,601,0.5199965146178364,6,5,0.8960439188170829,0.5236929025498162,5,106.83582558494925,3.892840803555831,17,23,0.6940190270359068,0.5751456336355297,Medium,0.524344507264929,Medium,9.395004840855892
WR-103695,Engineering,Cable,Signal Cable Inspection,LNL-KARJAT,Monsoon,3,10,0.47098049486027255,0.7877345033261636,68,46,6,3,789,0.6964772713716298,0,3,0.7869144290487263,0.6162716732957869,6,220.5254944123553,2.6022185400214437,10,2,0.8669179510814486,0.6448249671703291,High,0.6257437518819328,High,8.707201480192126
WR-103696,S&T,Cable,Track Geometry Correction,PUNE-MMR,Monsoon,1,6,0.07405750421662957,0.5060147525552962,29,38,9,2,653,0.9387116574361409,2,4,0.8431635594859932,0.23339202500106715,4,185.40730644895925,7.848277799046637,15,23,0.6693826528365118,0.36550203841476464,Medium,0.3317105691594207,Medium,9.293558842941867
WR-103697,TRD,BPAC,Signal Maintenance,PUNE-SOL,Winter,1,7,0.20130947749559838,0.7133022260630618,23,34,22,2,887,0.5440884070219072,1,10,0.42287502548984357,0.9778607447670241,5,229.85693196612817,7.425004362883669,2,23,0.500428935628583,0.35537361049013416,Medium,0.3675149408198363,Medium,8.304739964552441
WR-103698,S&T,Rail,Signal Maintenance,PUNE-SOL,Summer,1,9,0.2730732320840211,0.6624205508215502,63,29,5,2,477,0.5085280178093092,2,8,0.5485113762071996,0.7735919157133739,4,207.45929010334953,5.068311075185628,14,0,0.6858973180471704,0.4053646782438761,Medium,0.35548743698616747,Medium,7.550636570865805
WR-103699,Engineering,Track,OHE Insulator Replacement,KYN-PNVL,Winter,4,7,0.03740929696123028,0.5625481056756859,99,43,2,3,26,0.7860291193180424,0,11,0.541695126399649,0.612717505260583,1,129.59377858963208,3.8318533696030332,18,0,0.6413392629399267,0.6339540704348858,High,0.36641379766036136,Medium,5.4921992733804625
